uniprot_id,module_color,module_num,gene
P03915,grey,0,MT-ND5
P03928,pink,8,MT-ATP8
P04040,red,6,CAT
P04075,brown,3,ALDOA
P04080,turquoise,1,CSTB
P04083,grey,0,ANXA1
P04179,turquoise,1,SOD2
P04264,grey,0,KRT1
P04275,yellow,4,VWF
P04406,brown,3,GAPDH
P04439,turquoise,1,HLA-A
P04632,blue,2,CAPNS1
P04792,blue,2,HSPB1
P04843,magenta,9,RPN1
P04844,brown,3,RPN2
P04899,grey,0,GNAI2
P05023,blue,2,ATP1A1
P05026,pink,8,ATP1B1
P05090,red,6,APOD
P05091,turquoise,1,ALDH2
P05109,grey,0,S100A8
P05141,pink,8,SLC25A5
P05155,red,6,SERPING1
P05165,turquoise,1,PCCA
P05166,turquoise,1,PCCB
P05198,black,7,EIF2S1
P05386,black,7,RPLP1
P05387,black,7,RPLP2
P05388,black,7,RPLP0
P05413,turquoise,1,FABP3
P05452,red,6,CLEC3B
P05455,grey,0,SSB
P05556,turquoise,1,ITGB1
P05783,yellow,4,KRT18
P05787,grey,0,KRT8
P05976,yellow,4,MYL1
P06396,black,7,GSN
P06454,turquoise,1,PTMA
P06576,pink,8,ATP5F1B
P06702,grey,0,S100A9
P06703,blue,2,S100A6
P06730,yellow,4,EIF4E
P06732,grey,0,CKM
P06733,brown,3,ENO1
P06737,grey,0,PYGL
P06744,brown,3,GPI
P06748,black,7,NPM1
P06753,yellow,4,TPM3
P07099,blue,2,EPHX1
P07108,grey,0,DBI
P07195,turquoise,1,LDHB
P07203,turquoise,1,GPX1
P07237,blue,2,P4HB
P07305,yellow,4,H1-0
P07339,turquoise,1,CTSD
P07355,blue,2,ANXA2
P07384,brown,3,CAPN1
P07437,blue,2,TUBB
P07451,turquoise,1,CA3
P07585,yellow,4,DCN
P07602,turquoise,1,PSAP
P07737,blue,2,PFN1
P07738,red,6,BPGM
P07741,brown,3,APRT
P07814,blue,2,EPRS1
P07858,turquoise,1,CTSB
P07900,blue,2,HSP90AA1
P07919,green,5,UQCRH
P07951,yellow,4,TPM2
P07954,turquoise,1,FH
P08123,yellow,4,COL1A2
P08133,blue,2,ANXA6
P08237,brown,3,PFKM
P08238,blue,2,HSP90AB1
P08294,grey,0,SOD3
P08311,green,5,CTSG
P08559,pink,8,PDHA1
P08572,yellow,4,COL4A2
P08574,green,5,CYC1
P08590,yellow,4,MYL3
P08603,red,6,CFH
P08621,grey,0,SNRNP70
P08651,grey,0,NFIC
P08670,yellow,4,VIM
P08697,red,6,SERPINF2
P08708,magenta,9,RPS17
P08727,grey,0,KRT19
P08758,blue,2,ANXA5
P08865,magenta,9,RPSA
P09012,green,5,SNRPA
P09104,grey,0,ENO2
P09110,turquoise,1,ACAA1
P09211,brown,3,GSTP1
P09382,brown,3,LGALS1
P09417,yellow,4,QDPR
P09429,turquoise,1,HMGB1
P09455,grey,0,RBP1
P09467,brown,3,FBP1
P09488,green,5,GSTM1
P09493,yellow,4,TPM1
P09497,blue,2,CLTB
P09525,turquoise,1,ANXA4
P09601,yellow,4,HMOX1
P09622,pink,8,DLD
P09651,black,7,HNRNPA1
P09669,green,5,COX6C
P09874,magenta,9,PARP1
P09913,grey,0,IFIT2
P09936,blue,2,UCHL1
P09960,grey,0,LTA4H
P09972,brown,3,ALDOC
P0CW19,yellow,4,LIMS3
P0DMV8,blue,2,HSPA1A
P0DOY2,red,6,IGLC2
P0DOY3,red,6,IGLC3
P0DP23,yellow,4,CALM1
P10109,turquoise,1,FDX1
P10176,green,5,COX8A
P10253,turquoise,1,GAA
P10301,grey,0,RRAS
P10398,grey,0,ARAF
P10515,pink,8,DLAT
P10599,brown,3,TXN
P10606,green,5,COX5B
P10636,blue,2,MAPT
P10644,brown,3,PRKAR1A
P10768,brown,3,ESD
P10809,turquoise,1,HSPD1
P10828,yellow,4,THRB
P10909,red,6,CLU
P10916,green,5,MYL2
P11021,blue,2,HSPA5
P11047,yellow,4,LAMC1
P11055,yellow,4,MYH3
P11142,blue,2,HSPA8
P11171,red,6,EPB41
P11177,pink,8,PDHB
P11182,turquoise,1,DBT
P11216,grey,0,PYGB
P11217,grey,0,PYGM
P11233,green,5,RALA
P11277,red,6,SPTB
P11279,grey,0,LAMP1
P11310,turquoise,1,ACADM
P11441,blue,2,UBL4A
P11532,magenta,9,DMD
P11586,grey,0,MTHFD1
P11766,brown,3,ADH5
P11940,grey,0,PABPC1
P12081,grey,0,HARS1
P12109,yellow,4,COL6A1
P12110,yellow,4,COL6A2
P12111,yellow,4,COL6A3
P12235,grey,0,SLC25A4
P12236,brown,3,SLC25A6
P12268,brown,3,IMPDH2
P12277,turquoise,1,CKB
P12429,grey,0,ANXA3
P12694,green,5,BCKDHA
P12814,yellow,4,ACTN1
P12882,yellow,4,MYH1
P12883,yellow,4,MYH7
P12955,grey,0,PEPD
P12956,turquoise,1,XRCC6
P13010,brown,3,XRCC5
P13073,green,5,COX4I1
P13164,turquoise,1,IFITM1
P13473,turquoise,1,LAMP2
P13489,grey,0,RNH1
P13535,yellow,4,MYH8
P13611,brown,3,VCAN
P13639,blue,2,EEF2
P13645,green,5,KRT10
P13647,grey,0,KRT5
P13667,turquoise,1,PDIA4
P13693,brown,3,TPT1
P13716,red,6,ALAD
P13796,grey,0,LCP1
P13797,turquoise,1,PLS3
P13798,brown,3,APEH
P13804,turquoise,1,ETFA
P13805,yellow,4,TNNT1
P13807,blue,2,GYS1
P13861,brown,3,PRKAR2A
P13929,brown,3,ENO3
P13987,brown,3,CD59
P14174,red,6,MIF
P14209,magenta,9,CD99
P14314,brown,3,PRKCSH
P14324,grey,0,FDPS
P14406,green,5,COX7A2
P14543,yellow,4,NID1
P14550,grey,0,AKR1A1
P14618,brown,3,PKM
P14621,blue,2,ACYP2
P14625,blue,2,HSP90B1
P14649,yellow,4,MYL6B
P14672,grey,0,SLC2A4
P14735,grey,0,IDE
P14854,green,5,COX6B1
P14866,grey,0,HNRNPL
P14868,blue,2,DARS1
P14923,grey,0,JUP
P14927,green,5,UQCRB
P15088,grey,0,CPA3
P15090,turquoise,1,FABP4
P15104,turquoise,1,GLUL
P15121,brown,3,AKR1B1
P15170,blue,2,GSPT1
P15259,grey,0,PGAM2
P15311,blue,2,EZR
P15374,yellow,4,UCHL3
P15531,turquoise,1,NME1
P15880,grey,0,RPS2
P15927,green,5,RPA2
P15954,green,5,COX7C
P16083,grey,0,NQO2
P16118,grey,0,PFKFB1
P16152,blue,2,CBR1
P16157,red,6,ANK1
P16219,turquoise,1,ACADS
P16298,grey,0,PPP3CB
P16615,brown,3,ATP2A2
P16671,grey,0,CD36
P16930,red,6,FAH
P16989,yellow,4,YBX3
P17152,green,5,TMEM11
P17174,turquoise,1,GOT1
P17540,turquoise,1,CKMT2
P17568,green,5,NDUFB7
P17612,brown,3,PRKACA
P17655,blue,2,CAPN2
P17661,yellow,4,DES
P17858,brown,3,PFKL
P17931,blue,2,LGALS3
P17948,yellow,4,FLT1
P17980,blue,2,PSMC3
P17987,blue,2,TCP1
P18077,black,7,RPL35A
P18085,brown,3,ARF4
P18124,black,7,RPL7
P18206,blue,2,VCL
P18621,black,7,RPL17
P18669,brown,3,PGAM1
P18859,pink,8,ATP5PF
P19075,yellow,4,TSPAN8
P19237,yellow,4,TNNI1
P19338,black,7,NCL
P19367,grey,0,HK1
P19404,green,5,NDUFV2
P19623,turquoise,1,SRM
P19971,yellow,4,TYMP
P20020,black,7,ATP2B1
P20042,black,7,EIF2S2
P20073,brown,3,ANXA7
P20231,turquoise,1,TPSB2
P20290,brown,3,BTF3
P20340,grey,0,RAB6A
P20472,yellow,4,PVALB
P20618,brown,3,PSMB1
P20674,green,5,COX5A
P20807,black,7,CAPN3
P20810,blue,2,CAST
P20929,yellow,4,NEB
P20962,grey,0,PTMS
P21266,brown,3,GSTM3
P21281,grey,0,ATP6V1B2
P21291,blue,2,CSRP1
P21333,blue,2,FLNA
P21397,turquoise,1,MAOA
P21399,turquoise,1,ACO1
P21695,brown,3,GPD1
P21796,green,5,VDAC1
P21810,yellow,4,BGN
P21817,brown,3,RYR1
P21912,turquoise,1,SDHB
P21964,grey,0,COMT
P21980,green,5,TGM2
P22033,turquoise,1,MMUT
P22059,grey,0,OSBP
P22061,brown,3,PCMT1
P22102,blue,2,GART
P22234,blue,2,PAICS
P22307,grey,0,SCP2
P22314,brown,3,UBA1
P22352,grey,0,GPX3
P22392,pink,8,NME2
P22570,yellow,4,FDXR
P22626,yellow,4,HNRNPA2B1
P22695,green,5,UQCRC2
P22830,turquoise,1,FECH
P23109,brown,3,AMPD1
P23142,black,7,FBLN1
P23246,black,7,SFPQ
P23284,grey,0,PPIB
P23297,blue,2,S100A1
P23327,blue,2,HRC
P23368,pink,8,ME2
P23381,grey,0,WARS1
P23396,magenta,9,RPS3
P23434,turquoise,1,GCSH
P23526,blue,2,AHCY
P23528,brown,3,CFL1
P23588,grey,0,EIF4B
P23634,brown,3,ATP2B4
P23786,turquoise,1,CPT2
P24043,yellow,4,LAMA2
P24298,turquoise,1,GPT
P24310,green,5,COX7A1
P24311,green,5,COX7B
P24534,blue,2,EEF1B2
P24539,pink,8,ATP5PB
P24666,brown,3,ACP1
P24752,turquoise,1,ACAT1
P24844,grey,0,MYL9
P25311,red,6,AZGP1
P25325,turquoise,1,MPST
P25398,magenta,9,RPS12
P25686,grey,0,DNAJB2
P25705,pink,8,ATP5F1A
P25786,brown,3,PSMA1
P25787,brown,3,PSMA2
P25788,brown,3,PSMA3
P25789,brown,3,PSMA4
P26038,blue,2,MSN
P26196,grey,0,DDX6
P26368,grey,0,U2AF2
P26373,black,7,RPL13
P26440,turquoise,1,IVD
P26447,blue,2,S100A4
P26583,turquoise,1,HMGB2
P26639,blue,2,TARS1
P26640,blue,2,VARS1
P26641,blue,2,EEF1G
P26678,grey,0,PLN
P26885,green,5,FKBP2
P27105,red,6,STOM
P27338,turquoise,1,MAOB
P27348,turquoise,1,YWHAQ
P27361,yellow,4,MAPK3
P27635,black,7,RPL10
P27694,grey,0,RPA1
P27695,turquoise,1,APEX1
P27797,grey,0,CALR
P27816,blue,2,MAP4
P27824,blue,2,CANX
P28066,brown,3,PSMA5
P28070,grey,0,PSMB4
P28072,brown,3,PSMB6
P28074,brown,3,PSMB5
P28161,grey,0,GSTM2
P28289,yellow,4,TMOD1
P28331,green,5,NDUFS1
P28482,brown,3,MAPK1
P28749,black,7,RBL1
P28838,grey,0,LAP3
P28907,brown,3,CD38
P29144,brown,3,TPP2
P29218,brown,3,IMPA1
P29317,red,6,EPHA2
P29400,yellow,4,COL4A5
P29401,red,6,TKT
P29692,blue,2,EEF1D
P29966,blue,2,MARCKS
P29992,yellow,4,GNA11
P30038,turquoise,1,ALDH4A1
P30040,green,5,ERP29
P30041,red,6,PRDX6
P30043,red,6,BLVRB
P30044,grey,0,PRDX5
P30046,grey,0,DDT
P30048,grey,0,PRDX3
P30049,pink,8,ATP5F1D
P30050,black,7,RPL12
P30084,turquoise,1,ECHS1
P30085,grey,0,CMPK1
P30086,brown,3,PEBP1
P30101,blue,2,PDIA3
P30153,blue,2,PPP2R1A
P30405,turquoise,1,PPIF
P30419,magenta,9,NMT1
P30520,yellow,4,ADSS2
P30533,turquoise,1,LRPAP1
P30536,pink,8,TSPO
P30566,brown,3,ADSL
P30622,blue,2,CLIP1
P30626,turquoise,1,SRI
P30740,grey,0,SERPINB1
P30837,blue,2,ALDH1B1
P31040,turquoise,1,SDHA
P31150,grey,0,GDI1
P31153,grey,0,MAT2A
P31415,brown,3,CASQ1
P31689,grey,0,DNAJA1
P31751,grey,0,AKT2
P31930,green,5,UQCRC1
P31937,turquoise,1,HIBADH
P31939,blue,2,ATIC
P31942,grey,0,HNRNPH3
P31943,green,5,HNRNPH1
P31946,blue,2,YWHAB
P31948,grey,0,STIP1
P31949,blue,2,S100A11
P32119,red,6,PRDX2
P32456,blue,2,GBP2
P33121,turquoise,1,ACSL1
P33176,blue,2,KIF5B
P33992,red,6,MCM5
P34896,brown,3,SHMT1
P34897,turquoise,1,SHMT2
P34932,blue,2,HSPA4
P34949,yellow,4,MPI
P35052,grey,0,GPC1
P35080,blue,2,PFN2
P35221,pink,8,CTNNA1
P35237,grey,0,SERPINB6
P35241,brown,3,RDX
P35244,grey,0,RPA3
P35268,magenta,9,RPL22
P35270,grey,0,SPR
P35443,grey,0,THBS4
P35555,yellow,4,FBN1
P35573,brown,3,AGL
P35579,grey,0,MYH9
P35606,blue,2,COPB2
P35609,yellow,4,ACTN2
P35611,grey,0,ADD1
P35613,grey,0,BSG
P35637,black,7,FUS
P35659,yellow,4,DEK
P35749,grey,0,MYH11
P35754,yellow,4,GLRX
P35813,red,6,PPM1A
P35908,grey,0,KRT2
P35914,turquoise,1,HMGCL
P35998,blue,2,PSMC2
P36405,grey,0,ARL3
P36507,red,6,MAP2K2
P36542,pink,8,ATP5F1C
P36543,grey,0,ATP6V1E1
P36578,black,7,RPL4
P36776,turquoise,1,LONP1
P36871,brown,3,PGM1
P36873,grey,0,PPP1CC
P36955,red,6,SERPINF1
P36957,turquoise,1,DLST
P36959,brown,3,GMPR
P36969,grey,0,GPX4
P37108,magenta,9,SRP14
P37802,turquoise,1,TAGLN2
P37837,red,6,TALDO1
P37840,red,6,SNCA
P38117,turquoise,1,ETFB
P38606,red,6,ATP6V1A
P38646,turquoise,1,HSPA9
P39019,magenta,9,RPS19
P39023,black,7,RPL3
P39059,yellow,4,COL15A1
P39060,grey,0,COL18A1
P39656,yellow,4,DDOST
P39687,blue,2,ANP32A
P40121,blue,2,CAPG
P40123,green,5,CAP2
P40227,blue,2,CCT6A
P40429,black,7,RPL13A
P40616,grey,0,ARL1
P40763,grey,0,STAT3
P40925,turquoise,1,MDH1
P40926,turquoise,1,MDH2
P40939,turquoise,1,HADHA
P41091,blue,2,EIF2S3
P41227,blue,2,NAA10
P41236,red,6,PPP1R2
P41250,grey,0,GARS1
P41252,grey,0,IARS1
P41567,brown,3,EIF1
P42126,turquoise,1,ECI1
P42167,green,5,TMPO
P42330,blue,2,AKR1C3
P42677,blue,2,RPS27
P42704,pink,8,LRPPRC
P42765,turquoise,1,ACAA2
P42766,black,7,RPL35
P43007,grey,0,SLC1A4
P43034,brown,3,PAFAH1B1
P43155,turquoise,1,CRAT
P43304,brown,3,GPD2
P43490,grey,0,NAMPT
P43686,blue,2,PSMC4
P43897,turquoise,1,TSFM
P45378,yellow,4,TNNT3
P45381,turquoise,1,ASPA
P45877,yellow,4,PPIC
P45880,green,5,VDAC2
P45954,turquoise,1,ACADSB
P45974,blue,2,USP5
P45985,yellow,4,MAP2K4
P46019,grey,0,PHKA2
P46020,brown,3,PHKA1
P46109,black,7,CRKL
P46199,grey,0,MTIF2
P46379,grey,0,BAG6
P46459,grey,0,NSF
P46734,grey,0,MAP2K3
P46776,black,7,RPL27A
P46777,black,7,RPL5
P46779,black,7,RPL28
P46781,magenta,9,RPS9
P46782,magenta,9,RPS5
P46783,black,7,RPS10
P46926,brown,3,GNPDA1
P46939,grey,0,UTRN
P46940,grey,0,IQGAP1
P46976,blue,2,GYG1
P46977,brown,3,STT3A
P47755,yellow,4,CAPZA2
P47756,yellow,4,CAPZB
P47813,magenta,9,EIF1AX
P47897,pink,8,QARS1
P47914,black,7,RPL29
P47985,green,5,UQCRFS1
P48047,pink,8,ATP5PO
P48059,turquoise,1,LIMS1
P48147,brown,3,PREP
P48163,brown,3,ME1
P48426,grey,0,PIP4K2A
P48444,blue,2,ARCN1
P48449,turquoise,1,LSS
P48507,brown,3,GCLM
P48509,blue,2,CD151
P48556,blue,2,PSMD8
P48637,grey,0,GSS
P48643,blue,2,CCT5
P48681,blue,2,NES
P48735,turquoise,1,IDH2
P48788,yellow,4,TNNI2
P49023,grey,0,PXN
P49189,red,6,ALDH9A1
P49207,yellow,4,RPL34
P49257,brown,3,LMAN1
P49354,grey,0,FNTA
P49368,blue,2,CCT3
P49406,turquoise,1,MRPL19
P49411,turquoise,1,TUFM
P49419,turquoise,1,ALDH7A1
P49427,red,6,CDC34
P49585,grey,0,PCYT1A
P49588,grey,0,AARS1
P49589,brown,3,CARS1
P49591,blue,2,SARS1
P49720,brown,3,PSMB3
P49721,grey,0,PSMB2
P49748,turquoise,1,ACADVL
P49753,turquoise,1,ACOT2
P49755,yellow,4,TMED10
P49773,brown,3,HINT1
P49821,green,5,NDUFV1
P49840,turquoise,1,GSK3A
P49841,grey,0,GSK3B
P50213,turquoise,1,IDH3A
P50225,turquoise,1,SULT1A1
P50395,blue,2,GDI2
P50402,green,5,EMD
P50416,grey,0,CPT1A
P50454,blue,2,SERPINH1
P50461,blue,2,CSRP3
P50502,brown,3,ST13
P50570,pink,8,DNM2
P50579,grey,0,METAP2
P50583,yellow,4,NUDT2
P50851,yellow,4,LRBA
P50895,yellow,4,BCAM
P50914,black,7,RPL14
P50990,blue,2,CCT8
P50991,blue,2,CCT4
P50993,grey,0,ATP1A2
P50995,grey,0,ANXA11
P51114,magenta,9,FXR1
P51148,grey,0,RAB5C
P51149,grey,0,RAB7A
P51452,brown,3,DUSP3
P51553,turquoise,1,IDH3G
P51570,turquoise,1,GALK1
P51571,grey,0,SSR4
P51572,blue,2,BCAP31
P51608,grey,0,MECP2
P51636,grey,0,CAV2
P51648,grey,0,ALDH3A2
P51649,turquoise,1,ALDH5A1
P51659,grey,0,HSD17B4
P51665,blue,2,PSMD7
P51668,grey,0,UBE2D1
P51687,turquoise,1,SUOX
P51692,brown,3,STAT5B
P51812,grey,0,RPS6KA3
P51858,brown,3,HDGF
P51884,grey,0,LUM
P51888,yellow,4,PRELP
P51970,green,5,NDUFA8
P51991,grey,0,HNRNPA3
P52179,yellow,4,MYOM1
P52209,red,6,PGD
P52272,yellow,4,HNRNPM
P52294,blue,2,KPNA1
P52564,turquoise,1,MAP2K6
P52565,red,6,ARHGDIA
P52566,turquoise,1,ARHGDIB
P52758,grey,0,RIDA
P52815,turquoise,1,MRPL12
P52888,grey,0,THOP1
P52895,blue,2,AKR1C2
P52907,yellow,4,CAPZA1
P52943,grey,0,CRIP2
P53004,grey,0,BLVRA
P53041,turquoise,1,PPP5C
P53384,grey,0,NUBP1
P53597,turquoise,1,SUCLG1
P53621,grey,0,COPA
P53701,turquoise,1,HCCS
P53778,red,6,MAPK12
P53804,turquoise,1,TTC3
